id,subarea,objective,stem,options,correct_index,rationales,difficulty,assessment
Q416,Genre & Craft,"Language Structure, Literary Response, and Expository Writing Techniques",A business letter should prioritize:,"{""Personal storytelling and figurative language"",""Casual tone and slang"",""Clear purpose, concise paragraphs, formal register"",""Second-person commands throughout""}",2,"{""Business letters should be professional, not personal or figurative."",""Casual tone/slang lacks professionalism."",""Correct! Business letters require clarity, brevity, formal register, and professional tone."",""Commands can be appropriate but aren't the priority—clarity and formality are.""}",1,False
Q417,Genre & Craft,"Language Structure, Literary Response, and Expository Writing Techniques","In an expository essay, which evidence is MOST appropriate to support a data-heavy claim?","{""Vivid sensory description"",""Peer-reviewed research and credible statistics"",""Personal anecdote only"",""Fictional dialogue""}",1,"{""Sensory description is literary, not analytical evidence."",""Correct! Data-heavy claims require credible, factual evidence from reliable sources."",""Personal anecdotes alone lack the authority of research."",""Fictional dialogue is creative, not factual evidence.""}",2,False
Q601,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Using surrounding sentences to infer an unfamiliar word's meaning demonstrates:,"{""Phonetic decoding"",""Context clue analysis"",""Syntax identification"",""Summarizing""}",1,"{""Phonetic decoding uses sound-letter relationships, not context."",""Correct! Context clue analysis uses surrounding words and sentences to determine meaning."",""Syntax is sentence structure, not meaning inference."",""Summarizing condenses main ideas, not word meanings.""}",1,False
Q602,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Which reading technique would best locate a specific statistic in a long article?,"{""Skimming"",""Scanning"",""Predicting"",""Annotating""}",1,"{""Skimming finds main ideas, not specific details."",""Correct! Scanning rapidly searches for specific information like statistics or names."",""Predicting anticipates content, not locates existing details."",""Annotating marks text but doesn't specifically locate information.""}",1,False
Q603,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",A reader slowing down for complex sections and speeding through easier ones demonstrates:,"{""Skimming"",""Variable reading rate"",""Metacognitive regulation"",""Contextual inference""}",2,"{""Skimming is always fast, not variable based on difficulty."",""While the rate varies, the key is awareness and adjustment."",""Correct! Metacognitive regulation monitors comprehension and adjusts strategies accordingly."",""Contextual inference determines meaning, not reading speed adjustment.""}",2,False
Q604,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Identifying whether a statement expresses a general idea or a supporting detail aids:,"{""Summarization"",""Inference"",""Fact-checking"",""Syntax analysis""}",0,"{""Correct! Distinguishing main ideas from details is essential for effective summarization."",""Inference draws conclusions, not identifies text structure."",""Fact-checking verifies accuracy, not text structure."",""Syntax analyzes sentence structure, not idea hierarchy.""}",1,False
Q605,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",A reader connecting new material to personal experience is applying:,"{""Phonemic awareness"",""Prior knowledge activation"",""Context clue analysis"",""Morphological decoding""}",1,"{""Phonemic awareness is sound manipulation, not personal connections."",""Correct! Prior knowledge activation links new information to existing knowledge for better comprehension."",""Context clues determine word meanings, not personal connections."",""Morphological decoding analyzes word structure, not personal experience.""}",2,False
Q606,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Which question best promotes critical analysis of a persuasive text?,"{""Who wrote this and why?"",""What is the spelling pattern?"",""How many pages is it?"",""What font is used?""}",0,"{""Correct! Identifying author and purpose is fundamental to critical analysis of persuasive texts."",""Spelling patterns are orthographic, not critical analysis."",""Page count is irrelevant to analysis."",""Font choice is aesthetic, not analytical.""}",2,False
Q607,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy","When a text appeals to emotions to influence readers, it primarily uses:","{""Logos"",""Ethos"",""Pathos"",""Syntax""}",2,"{""Logos appeals to logic and reason, not emotions."",""Ethos establishes credibility, not emotional appeal."",""Correct! Pathos appeals to emotions (fear, sympathy, anger) to persuade."",""Syntax is sentence structure, not a persuasive appeal.""}",1,False
Q608,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Determining if an author's evidence sufficiently supports a claim evaluates:,"{""Relevance and sufficiency"",""Tone and style"",""Syntax and diction"",""Word choice and connotation""}",0,"{""Correct! Evaluating evidence requires assessing if it's relevant (related) and sufficient (adequate amount)."",""Tone and style affect presentation, not evidence quality."",""Syntax and diction are language choices, not evidence evaluation."",""Word choice affects meaning but doesn't evaluate evidence support.""}",2,False
Q609,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Recognizing the difference between 'Scientists discovered' and 'Scientists believe' shows awareness of:,"{""Bias"",""Syntax"",""Imagery"",""Metaphor""}",0,"{""Correct! Word choice revealing certainty vs. interpretation indicates bias or objectivity."",""Syntax is sentence structure, not word choice implications."",""Imagery creates sensory impressions, not relevant here."",""Metaphor is figurative comparison, not relevant here.""}",2,False
Q610,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",A consumer comparing ingredient lists and company claims practices:,"{""Critical reading of informational texts"",""Predictive inference"",""Summative reasoning"",""Literal comprehension""}",0,"{""Correct! Critical reading evaluates information for accuracy, bias, and purpose—essential for consumer literacy."",""Predictive inference anticipates outcomes, not evaluates claims."",""Summative reasoning is synthesis, but critical evaluation is more specific."",""Literal comprehension understands surface meaning, not evaluates critically.""}",2,False
Q611,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",A workplace memo should be evaluated for:,"{""Figurative language"",""Organization and accuracy"",""Rhythm and meter"",""Bias and irony""}",1,"{""Memos use literal, not figurative language."",""Correct! Workplace documents prioritize clear organization and factual accuracy."",""Rhythm and meter are poetic devices, not workplace writing criteria."",""While bias awareness helps, organization and accuracy are primary.""}",2,False
